Source,Target,value
27232,trazodone,1
7066,trazodone,1
400506,trazodone,1
9644,trazodone,1
3929,trazodone,1
2303,trazodone,1
2359,trazodone,1
57185,trazodone,1
368,trazodone,1
2918,trazodone,1
646282,trazodone,1
389177,trazodone,1
1555,trazodone,1
23460,trazodone,1
56901,trazodone,1
93973,trazodone,1
23583,trazodone,1
57715,trazodone,1
51296,trazodone,1
79628,trazodone,1
54885,trazodone,1
56033,trazodone,1
79845,trazodone,1
11153,trazodone,1
55083,trazodone,1
29881,trazodone,1
79772,trazodone,1
79946,trazodone,1
79935,trazodone,1
54207,trazodone,1
258,trazodone,1
1401,trazodone,1
54869,trazodone,1
5720,trimipramine,-1
23365,trimipramine,-1
4846,trimipramine,-1
5289,trimipramine,-1
7043,trimipramine,-1
595,trimipramine,-1
1213,trimipramine,-1
1050,trimipramine,-1
22926,trimipramine,-1
6774,trimipramine,-1
1454,trimipramine,1
8851,trimipramine,-1
1605,trimipramine,-1
1978,trimipramine,-1
4690,trimipramine,1
23410,trimipramine,-1
54205,trimipramine,1
6696,trimipramine,-1
2920,trimipramine,-1
9517,trimipramine,-1
25987,trimipramine,-1
10765,trimipramine,-1
622,trimipramine,-1
2058,trimipramine,-1
2184,trimipramine,-1
6659,trimipramine,-1
79071,trimipramine,-1
6804,trimipramine,-1
4303,trimipramine,-1
58497,trimipramine,-1
3156,trimipramine,-1
1759,trimipramine,-1
54541,trimipramine,-1
27346,trimipramine,-1
11041,trimipramine,-1
9688,trimipramine,1
8396,trimipramine,-1
9805,trimipramine,1
1994,trimipramine,-1
54386,trimipramine,-1
4925,trimipramine,-1
4651,trimipramine,-1
8731,trimipramine,-1
10973,trimipramine,-1
5889,trimipramine,1
55011,trimipramine,1
3909,trimipramine,-1
58478,trimipramine,1
8837,trimipramine,-1
51001,trimipramine,1
11011,trimipramine,1
65057,trimipramine,1
23131,trimipramine,-1
10845,trimipramine,1
9924,trimipramine,1
85236,trimipramine,-1
10318,trimipramine,1
29083,trimipramine,1
5747,trimipramine,1
55604,trimipramine,-1
81533,trimipramine,1
3206,trimipramine,-1
85377,trimipramine,-1
102,trimipramine,-1
965,trimipramine,-1
8270,trimipramine,-1
6119,trimipramine,-1
55699,trimipramine,1
8204,trimipramine,1
55008,trimipramine,-1
10557,trimipramine,1
831,trimipramine,1
2908,trimipramine,-1
57019,trimipramine,1
5985,trimipramine,1
3280,trimipramine,-1
29916,trimipramine,-1
11142,trimipramine,1
79187,trimipramine,1
80218,trimipramine,1
955,trimipramine,-1
10121,trimipramine,-1
11171,trimipramine,1
8906,trimipramine,1
2697,trimipramine,1
1362,trimipramine,-1
12,trimipramine,-1
3321,trimipramine,-1
7298,trimipramine,1
23484,trimipramine,-1
23518,trimipramine,1
4683,trimipramine,-1
3099,trimipramine,1
10535,trimipramine,1
9060,trimipramine,1
9052,trimipramine,1
266655,trimipramine,1
4023,trimipramine,-1
10946,trimipramine,1
6594,trimipramine,-1
51634,trimipramine,1
5983,trimipramine,1
977,trimipramine,-1
78988,trimipramine,1
54471,trimipramine,1
27042,trimipramine,1
11272,trimipramine,1
2244,trimipramine,-1
580,trimipramine,1
978,trimipramine,-1
7381,trimipramine,1
471,trimipramine,1
11222,trimipramine,1
5447,trimipramine,-1
25847,trimipramine,1
7353,trimipramine,1
2719,trimipramine,-1
8613,trimipramine,-1
1893,trimipramine,1
8738,trimipramine,-1
10478,trimipramine,1
84271,trimipramine,1
23339,trimipramine,-1
535,trimipramine,-1
9778,trimipramine,-1
23277,trimipramine,-1
8417,trimipramine,1
23301,trimipramine,-1
23279,trimipramine,1
10472,trimipramine,-1
84162,trimipramine,-1
84975,trimipramine,-1
26469,trimipramine,1
402055,trimipramine,1
2971,trimipramine,1
84164,trimipramine,-1
6936,trimipramine,1
57092,trimipramine,1
55291,trimipramine,-1
55246,trimipramine,1
51321,trimipramine,1
80764,trimipramine,1
54148,trimipramine,1
55323,trimipramine,1
54883,trimipramine,-1
55355,trimipramine,1
26271,trimipramine,1
27247,trimipramine,1
55093,trimipramine,1
114884,trimipramine,1
5950,trimipramine,-1
79612,trimipramine,1
55128,trimipramine,1
24141,trimipramine,1
54826,trimipramine,1
79866,trimipramine,1
54892,trimipramine,1
2266,trimipramine,-1
55775,trimipramine,1
51377,trimipramine,1
29104,trimipramine,1
55199,trimipramine,1
54878,trimipramine,1
64960,trimipramine,1
55031,trimipramine,-1
196483,trimipramine,1
29956,trimipramine,-1
64421,trimipramine,1
7454,trimipramine,-1
7004,trimipramine,1
23462,trimipramine,-1
30827,trimipramine,-1
85002,trimipramine,1
384,trimipramine,1
6351,trimipramine,-1
1641,trimipramine,-1
538,trimipramine,-1
1880,trimipramine,-1
5122,trimipramine,1
885,trimipramine,1
33,trimipramine,-1
6504,trimipramine,-1
5444,trimipramine,-1
9015,trimipramine,1
941,trimipramine,-1
1670,trimipramine,1
5244,trimipramine,-1
1908,trimipramine,1
9863,trimipramine,1
5967,trimipramine,1
729991,trimipramine,1
5890,trimipramine,1
11154,trimipramine,1
8798,trimipramine,1
10154,trimipramine,-1
55687,trimipramine,1
4916,trimipramine,-1
9630,trimipramine,1
79782,trimipramine,-1
92595,trimipramine,1
4846,venlafaxine,-1
891,venlafaxine,1
6193,venlafaxine,-1
9703,venlafaxine,-1
9915,venlafaxine,1
22889,venlafaxine,1
7020,venlafaxine,1
4817,venlafaxine,1
8480,venlafaxine,-1
7264,venlafaxine,-1
27336,venlafaxine,1
1514,venlafaxine,-1
9805,venlafaxine,1
10954,venlafaxine,-1
10099,venlafaxine,-1
4925,venlafaxine,-1
8870,venlafaxine,-1
9093,venlafaxine,1
10732,venlafaxine,-1
5438,venlafaxine,-1
4088,venlafaxine,-1
388650,venlafaxine,1
79006,venlafaxine,-1
6832,venlafaxine,1
79080,venlafaxine,1
965,venlafaxine,-1
10810,venlafaxine,1
55012,venlafaxine,-1
51742,venlafaxine,-1
960,venlafaxine,1
23635,venlafaxine,1
8623,venlafaxine,-1
25861,venlafaxine,1
23521,venlafaxine,-1
4953,venlafaxine,-1
191,venlafaxine,-1
2521,venlafaxine,-1
309,venlafaxine,-1
10949,venlafaxine,-1
1351,venlafaxine,-1
5869,venlafaxine,1
678,venlafaxine,1
8451,venlafaxine,1
5955,venlafaxine,-1
7163,venlafaxine,1
5824,venlafaxine,1
51035,venlafaxine,-1
1163,venlafaxine,1
7384,venlafaxine,-1
892,venlafaxine,-1
8443,venlafaxine,1
51567,venlafaxine,1
9556,venlafaxine,-1
53615,venlafaxine,-1
10939,venlafaxine,-1
23760,venlafaxine,-1
64844,venlafaxine,-1
9792,venlafaxine,1
9861,venlafaxine,-1
9618,venlafaxine,-1
1936,venlafaxine,-1
6635,venlafaxine,-1
22920,venlafaxine,1
10947,venlafaxine,1
11018,venlafaxine,-1
10512,venlafaxine,1
2581,venlafaxine,1
9056,venlafaxine,1
10360,venlafaxine,-1
3216,venlafaxine,1
2650,venlafaxine,-1
6637,venlafaxine,-1
4852,venlafaxine,-1
3037,venlafaxine,-1
7030,venlafaxine,1
2787,venlafaxine,-1
8394,venlafaxine,-1
312,venlafaxine,1
3646,venlafaxine,-1
471,venlafaxine,-1
23385,venlafaxine,1
7386,venlafaxine,-1
23185,venlafaxine,1
11196,venlafaxine,-1
10979,venlafaxine,-1
760,venlafaxine,1
2010,venlafaxine,-1
8651,venlafaxine,1
274,venlafaxine,-1
8703,venlafaxine,1
27229,venlafaxine,1
5457,venlafaxine,1
64963,venlafaxine,-1
6320,venlafaxine,-1
293,venlafaxine,-1
23089,venlafaxine,1
23187,venlafaxine,-1
23246,venlafaxine,-1
114882,venlafaxine,-1
27250,venlafaxine,1
390,venlafaxine,1
89927,venlafaxine,-1
23397,venlafaxine,1
25888,venlafaxine,1
22890,venlafaxine,-1
3384,venlafaxine,-1
498,venlafaxine,-1
5179,venlafaxine,-1
2934,venlafaxine,1
6203,venlafaxine,-1
7178,venlafaxine,-1
9191,venlafaxine,1
1743,venlafaxine,-1
9215,venlafaxine,-1
8841,venlafaxine,-1
22868,venlafaxine,-1
10144,venlafaxine,1
51142,venlafaxine,-1
6231,venlafaxine,-1
55249,venlafaxine,1
64759,venlafaxine,1
51474,venlafaxine,1
54529,venlafaxine,-1
59286,venlafaxine,-1
28964,venlafaxine,-1
81539,venlafaxine,1
27005,venlafaxine,1
25796,venlafaxine,-1
11267,venlafaxine,-1
23528,venlafaxine,-1
64866,venlafaxine,1
55222,venlafaxine,-1
26499,venlafaxine,1
10186,venlafaxine,1
51121,venlafaxine,-1
55191,venlafaxine,-1
57134,venlafaxine,1
63917,venlafaxine,-1
55298,venlafaxine,-1
30833,venlafaxine,-1
60681,venlafaxine,-1
64782,venlafaxine,-1
10365,venlafaxine,-1
51389,venlafaxine,-1
79873,venlafaxine,-1
51450,venlafaxine,-1
10998,venlafaxine,-1
51497,venlafaxine,-1
55732,venlafaxine,1
81490,venlafaxine,-1
26012,venlafaxine,-1
27335,venlafaxine,-1
55194,venlafaxine,-1
60559,venlafaxine,-1
54910,venlafaxine,-1
6155,venlafaxine,-1
8682,venlafaxine,1
3664,venlafaxine,1
11346,venlafaxine,1
22924,venlafaxine,1
5507,venlafaxine,1
3294,venlafaxine,1
2245,venlafaxine,1
4013,venlafaxine,1
10178,venlafaxine,1
3777,venlafaxine,1
4760,venlafaxine,1
1134,venlafaxine,1
51752,venlafaxine,1
919,venlafaxine,1
7850,venlafaxine,1
9034,venlafaxine,1
23136,venlafaxine,1
6654,venlafaxine,1
23114,venlafaxine,1
7633,venlafaxine,1
92346,venlafaxine,1
9135,venlafaxine,1
57185,venlafaxine,1
9725,venlafaxine,-1
25833,venlafaxine,1
2585,venlafaxine,1
55234,venlafaxine,1
79605,venlafaxine,1
55876,venlafaxine,1
55086,venlafaxine,1
56833,venlafaxine,1
55016,venlafaxine,1
57126,venlafaxine,1
55521,venlafaxine,1
28968,venlafaxine,1
11123,venlafaxine,1
79739,venlafaxine,1
26228,venlafaxine,1
1412,venlafaxine,1
51702,venlafaxine,1
4139,venlafaxine,1
80896,venlafaxine,1
51686,venlafaxine,1
23307,venlafaxine,1
